path,verdict,detail,samplerate,cutoff_hz,nyquist_hz,slope_db_per_khz
/home/adam/driveBig/Music/Lofi/7.60 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15563Hz but gentle (1.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15563,22050,1.6
/home/adam/driveBig/Music/Lofi/29.50 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15875Hz but gentle (5.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15875,22050,5.2
/home/adam/driveBig/Music/Lofi/8.22 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19052Hz but gentle (2.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19052,22050,2.1
/home/adam/driveBig/Music/Lofi/8.01 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~11445Hz but gentle (1.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,11445,22050,1.1
/home/adam/driveBig/Music/Lofi/8.04 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20209Hz but gentle (2.3dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20209,22050,2.3
/home/adam/driveBig/Music/Lofi/8.33 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~8796Hz but gentle (3.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,8796,22050,3.6
/home/adam/driveBig/Music/Lofi/8.36 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~10255Hz but gentle (2.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,10255,22050,2.8
/home/adam/driveBig/Music/Lofi/8.45 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~8296Hz but gentle (1.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,8296,22050,1.4
/home/adam/driveBig/Music/Lofi/8.51 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~11488Hz but gentle (2.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,11488,22050,2.7
/home/adam/driveBig/Music/Lofi/8.32 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~13022Hz but gentle (1.3dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13022,22050,1.3
/home/adam/driveBig/Music/Lofi/8.13 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19202Hz but gentle (5.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19202,22050,5.0
/home/adam/driveBig/Music/Lofi/8.56 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~9631Hz but gentle (7.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9631,22050,7.6
/home/adam/driveBig/Music/Lofi/8.87 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~16387Hz but gentle (3.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16387,22050,3.8
/home/adam/driveBig/Music/Lofi/8.86 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15961Hz but gentle (0.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15961,22050,0.2
/home/adam/driveBig/Music/Lofi/8.73 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20004Hz but gentle (1.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20004,22050,1.1
/home/adam/driveBig/Music/Lofi/8.94 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~13480Hz but gentle (1.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13480,22050,1.6
/home/adam/driveBig/Music/Lofi/8.76 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~17232Hz but gentle (0.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,17232,22050,0.9
/home/adam/driveBig/Music/Lofi/Breathing Hyometer - Progfox - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16715Hz, steep 28.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16715,22050,28.3
/home/adam/driveBig/Music/Lofi/Biome Fest - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~5254Hz but gentle (0.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,5254,22050,0.9
/home/adam/driveBig/Music/Lofi/Bio-Engineering - James Primate; Lydia Primate - Rain World OST.flac,CLEAN,content extends to 21555Hz (Nyquist 22050Hz) - looks genuine,44100,21555,22050,38.5
/home/adam/driveBig/Music/Lofi/8.83 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15725Hz but gentle (1.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15725,22050,1.7
/home/adam/driveBig/Music/Lofi/Black Moonlight - James Primate - Rain World OST.flac,SUSPECT,"hard cutoff at ~21113Hz, steep 12.3dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21113,22050,12.3
/home/adam/driveBig/Music/Lofi/8.61 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~14212Hz but gentle (2.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,14212,22050,2.1
/home/adam/driveBig/Music/Lofi/Blind Spots - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~9432Hz but gentle (1.3dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9432,22050,1.3
/home/adam/driveBig/Music/Lofi/Blocks - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~12527Hz but gentle (1.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,12527,22050,1.4
/home/adam/driveBig/Music/Lofi/Bloom - Progfox - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16177Hz, steep 14.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16177,22050,14.5
/home/adam/driveBig/Music/Lofi/Children of the Ruins - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~16010Hz but gentle (9.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16010,22050,9.2
/home/adam/driveBig/Music/Lofi/12.16 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~12925Hz but gentle (2.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,12925,22050,2.7
/home/adam/driveBig/Music/Lofi/12.23 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20812Hz but gentle (8.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20812,22050,8.7
/home/adam/driveBig/Music/Lofi/12.32 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~5857Hz but gentle (1.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,5857,22050,1.2
/home/adam/driveBig/Music/Lofi/Chilblain Grace - Ongomato - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16753Hz, steep 26.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16753,22050,26.7
/home/adam/driveBig/Music/Lofi/12.45 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18319Hz but gentle (4.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18319,22050,4.2
/home/adam/driveBig/Music/Lofi/12.38 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~14050Hz but gentle (0.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,14050,22050,0.2
/home/adam/driveBig/Music/Lofi/12.49 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15208Hz but gentle (3.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15208,22050,3.7
/home/adam/driveBig/Music/Lofi/Cat - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~10729Hz but gentle (0.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,10729,22050,0.2
/home/adam/driveBig/Music/Lofi/12.46 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15741Hz but gentle (3.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15741,22050,3.2
/home/adam/driveBig/Music/Lofi/12.60 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20096Hz but gentle (10.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20096,22050,10.7
/home/adam/driveBig/Music/Lofi/12.71 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~16817Hz but gentle (1.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16817,22050,1.1
/home/adam/driveBig/Music/Lofi/12.72 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18508Hz but gentle (10.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18508,22050,10.0
/home/adam/driveBig/Music/Lofi/12.76 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18039Hz but gentle (0.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18039,22050,0.9
/home/adam/driveBig/Music/Lofi/12.86 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~14960Hz but gentle (4.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,14960,22050,4.2
/home/adam/driveBig/Music/Lofi/12.79 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19994Hz but gentle (6.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19994,22050,6.7
/home/adam/driveBig/Music/Lofi/12.87 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~13727Hz but gentle (2.3dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13727,22050,2.3
/home/adam/driveBig/Music/Lofi/12.83 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18459Hz but gentle (6.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18459,22050,6.6
/home/adam/driveBig/Music/Lofi/12.91 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19708Hz but gentle (2.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19708,22050,2.1
/home/adam/driveBig/Music/Lofi/12.94 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18691Hz but gentle (2.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18691,22050,2.8
/home/adam/driveBig/Music/Lofi/13.00 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19202Hz but gentle (0.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19202,22050,0.4
/home/adam/driveBig/Music/Lofi/13.12 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~17415Hz but gentle (3.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,17415,22050,3.4
/home/adam/driveBig/Music/Lofi/13.16 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~12737Hz but gentle (2.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,12737,22050,2.0
/home/adam/driveBig/Music/Lofi/13.08 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~15848Hz but gentle (4.5dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15848,22050,4.5
/home/adam/driveBig/Music/Lofi/13.10 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~16726Hz but gentle (3.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16726,22050,3.9
/home/adam/driveBig/Music/Lofi/13.31 MB_.flac,GRADUAL_ROLLOFF,"rolloff at ~19154Hz but gentle (2.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19154,22050,2.7
/home/adam/driveBig/Music/Lofi/13.36 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~14040Hz but gentle (5.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,14040,22050,5.8
/home/adam/driveBig/Music/Lofi/13.31 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18190Hz but gentle (2.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18190,22050,2.6
/home/adam/driveBig/Music/Lofi/13.72 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~18637Hz but gentle (3.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,18637,22050,3.9
/home/adam/driveBig/Music/Lofi/13.80 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20548Hz but gentle (6.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20548,22050,6.9
/home/adam/driveBig/Music/Lofi/13.82 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~11536Hz but gentle (0.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,11536,22050,0.9
/home/adam/driveBig/Music/Lofi/13.42 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19439Hz but gentle (3.5dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19439,22050,3.5
/home/adam/driveBig/Music/Lofi/Library Stroll - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~15515Hz but gentle (4.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15515,22050,4.6
/home/adam/driveBig/Music/Lofi/Kayava - James Primate - Rain World OST.flac,CLEAN,content extends to 21345Hz (Nyquist 22050Hz) - looks genuine,44100,21345,22050,21.1
/home/adam/driveBig/Music/Lofi/IT’S TIME TO FIGHT CRIME - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~15956Hz but gentle (5.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15956,22050,5.0
/home/adam/driveBig/Music/Lofi/Ki - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~11380Hz but gentle (0.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,11380,22050,0.9
/home/adam/driveBig/Music/Lofi/I’m Here - Michael Shirt - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~12026Hz but gentle (-0.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,12026,22050,-0.0
/home/adam/driveBig/Music/Lofi/Key - C418 - Minecraft - Volume Alpha.flac,SUSPECT,"hard cutoff at ~2826Hz, steep 18.8dB/kHz -> likely transcoded from very low bitrate (<128kbps) or heavily filtered source",44100,2826,22050,18.8
/home/adam/driveBig/Music/Lofi/Kyoto - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~4161Hz but gentle (4.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,4161,22050,4.9
/home/adam/driveBig/Music/Lofi/Lovely Arps - James Primate - Rain World OST.flac,SUSPECT,"hard cutoff at ~19364Hz, steep 17.8dB/kHz -> likely transcoded from 192kbps MP3",44100,19364,22050,17.8
/home/adam/driveBig/Music/Lofi/Mellohi - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~12522Hz but gentle (4.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,12522,22050,4.2
/home/adam/driveBig/Music/Lofi/Library Nap - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,SUSPECT,"hard cutoff at ~16796Hz, steep 27.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16796,22050,27.1
/home/adam/driveBig/Music/Lofi/Landmarks - Intikus - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16101Hz, steep 22.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16101,22050,22.6
/home/adam/driveBig/Music/Lofi/Living Mice - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~10169Hz but gentle (2.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,10169,22050,2.2
/home/adam/driveBig/Music/Lofi/Mall - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~7074Hz but gentle (7.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,7074,22050,7.4
/home/adam/driveBig/Music/Lofi/Lost City - Progfox - Rain World- Downpour- Original Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~13119Hz but gentle (7.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13119,22050,7.7
/home/adam/driveBig/Music/Lofi/Metal Canopy - Progfox - Rain World- Downpour- Original Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~16554Hz but gentle (11.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16554,22050,11.9
/home/adam/driveBig/Music/Lofi/Minecraft - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~6670Hz but gentle (1.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,6670,22050,1.0
/home/adam/driveBig/Music/Lofi/Mice on Venus - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~13211Hz but gentle (2.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13211,22050,2.6
/home/adam/driveBig/Music/Lofi/Moog City - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~9119Hz but gentle (0.5dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9119,22050,0.5
/home/adam/driveBig/Music/Lofi/The Coast - James Primate - Rain World OST.flac,GRADUAL_ROLLOFF,"rolloff at ~10008Hz but gentle (-0.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,10008,22050,-0.6
/home/adam/driveBig/Music/Lofi/Moog City 2 - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~3531Hz but gentle (5.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,3531,22050,5.6
/home/adam/driveBig/Music/Lofi/The Tower - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~16010Hz but gentle (7.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16010,22050,7.9
/home/adam/driveBig/Music/Lofi/The End - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~7025Hz but gentle (2.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,7025,22050,2.4
/home/adam/driveBig/Music/Lofi/The Prophecy - Nightmargin; Eliza Velasquez - Oneshot- Original Game Soundtrack.flac,GRADUAL_ROLLOFF,"rolloff at ~8005Hz but gentle (2.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,8005,22050,2.6
/home/adam/driveBig/Music/Lofi/Threat - Farm Arrays - James Primate - Rain World OST.flac,CLEAN,content extends to 21517Hz (Nyquist 22050Hz) - looks genuine,44100,21517,22050,30.3
/home/adam/driveBig/Music/Lofi/Threat - Garbage Wastes - James Primate - Rain World OST.flac,CLEAN,content extends to 21479Hz (Nyquist 22050Hz) - looks genuine,44100,21479,22050,30.2
/home/adam/driveBig/Music/Lofi/Threat - Chimney Canopy - James Primate - Rain World OST.flac,CLEAN,content extends to 21522Hz (Nyquist 22050Hz) - looks genuine,44100,21522,22050,33.4
/home/adam/driveBig/Music/Lofi/Threat - Heavy Industrial - James Primate - Rain World OST.flac,CLEAN,content extends to 21533Hz (Nyquist 22050Hz) - looks genuine,44100,21533,22050,35.9
/home/adam/driveBig/Music/Lofi/Threat - Metropolis (day) - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16672Hz, steep 29.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16672,22050,29.5
/home/adam/driveBig/Music/Lofi/Threat - Looks to the Moon - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16823Hz, steep 36.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16823,22050,36.5
/home/adam/driveBig/Music/Lofi/Threat - Outskirts - James Primate - Rain World OST.flac,CLEAN,content extends to 21469Hz (Nyquist 22050Hz) - looks genuine,44100,21469,22050,31.1
/home/adam/driveBig/Music/Lofi/Threat - Outer Expanse - Ongomato; Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16823Hz, steep 35.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16823,22050,35.3
/home/adam/driveBig/Music/Lofi/Threat - Metropolis (night) - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16791Hz, steep 31.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16791,22050,31.6
/home/adam/driveBig/Music/Lofi/Threat - Sky Islands - James Primate - Rain World OST.flac,CLEAN,content extends to 21544Hz (Nyquist 22050Hz) - looks genuine,44100,21544,22050,38.7
/home/adam/driveBig/Music/Lofi/Threat - Pipe Yard - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16505Hz, steep 14.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16505,22050,14.8
/home/adam/driveBig/Music/Lofi/Threat - Shoreline - James Primate - Rain World OST.flac,CLEAN,content extends to 21463Hz (Nyquist 22050Hz) - looks genuine,44100,21463,22050,22.9
/home/adam/driveBig/Music/Lofi/Threat - Rubicon (unused) - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16828Hz, steep 33.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16828,22050,33.8
/home/adam/driveBig/Music/Lofi/10.16 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~9442Hz but gentle (1.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9442,22050,1.8
/home/adam/driveBig/Music/Lofi/10.97 MB_.flac,GRADUAL_ROLLOFF,"rolloff at ~9405Hz but gentle (8.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9405,22050,8.4
/home/adam/driveBig/Music/Lofi/13.84 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~19019Hz but gentle (0.5dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19019,22050,0.5
/home/adam/driveBig/Music/Lofi/12.10 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~16371Hz but gentle (3.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,16371,22050,3.0
/home/adam/driveBig/Music/Lofi/18.61 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~20618Hz but gentle (9.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20618,22050,9.1
/home/adam/driveBig/Music/Lofi/8.94 MB_.flac,GRADUAL_ROLLOFF,"rolloff at ~13194Hz but gentle (2.0dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13194,22050,2.0
/home/adam/driveBig/Music/Lofi/9.67 MB.flac,GRADUAL_ROLLOFF,"rolloff at ~11719Hz but gentle (2.1dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,11719,22050,2.1
/home/adam/driveBig/Music/Lofi/Beginning 2 - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~2514Hz but gentle (3.8dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,2514,22050,3.8
/home/adam/driveBig/Music/Lofi/Chirp - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~9663Hz but gentle (2.7dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9663,22050,2.7
/home/adam/driveBig/Music/Lofi/Moondown (Theme II) - James Primate - Rain World OST.flac,GRADUAL_ROLLOFF,"rolloff at ~13980Hz but gentle (0.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,13980,22050,0.6
/home/adam/driveBig/Music/Lofi/Dreiton - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~9873Hz but gentle (2.4dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,9873,22050,2.4
/home/adam/driveBig/Music/Lofi/Intro - C418 - Minecraft - Volume Beta.flac,GRADUAL_ROLLOFF,"rolloff at ~19703Hz but gentle (1.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19703,22050,1.2
/home/adam/driveBig/Music/Lofi/The Captain - James Primate - Rain World OST.flac,SUSPECT,"hard cutoff at ~19310Hz, steep 22.1dB/kHz -> likely transcoded from 192kbps MP3",44100,19310,22050,22.1
/home/adam/driveBig/Music/Lofi/Oxygène - C418 - Minecraft - Volume Alpha.flac,GRADUAL_ROLLOFF,"rolloff at ~15908Hz but gentle (1.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15908,22050,1.6
/home/adam/driveBig/Music/Lofi/Fading Light - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16834Hz, steep 36.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16834,22050,36.7
/home/adam/driveBig/Music/Lofi/Frost Reaper - Connor Skidmore - Rain World- Downpour- Original Soundtrack.flac,SUSPECT,"hard cutoff at ~16796Hz, steep 31.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16796,22050,31.6
